iter	MAE
654	14.87962638
655	14.87892169
656	14.87687444
657	14.87611633
658	14.87449761
659	14.87380488
660	14.87178224
661	14.87139176
662	14.87053371
663	14.86930548
664	14.86895444
665	14.86839505
666	14.86805856
667	14.86729684
668	14.86566302
669	14.86455815
670	14.86436262
671	14.86260596
672	14.86242154
673	14.86151041
674	14.86123361
675	14.86058422
676	14.85966997
677	14.85756064
678	14.85648355
679	14.85565406
680	14.85424758
681	14.85324654
682	14.85254897
683	14.85187456
684	14.85087794
685	14.84989569
686	14.84888101
687	14.84821453
688	14.84734381
689	14.84709454
690	14.84573859
691	14.84497314
692	14.84330693
693	14.84133115
694	14.84066286
695	14.8402767
696	14.8391347
697	14.83881627
698	14.83683635
699	14.83473359
700	14.83394569
701	14.83333386
702	14.83270244
703	14.8319135
704	14.83036638
705	14.83016086
706	14.82990617
707	14.8292016
708	14.82869955
709	14.8279268
710	14.82763573
711	14.82726831
712	14.82666282
713	14.82417388
714	14.82318551
715	14.82297423
716	14.82193212
717	14.82086471
718	14.82018479
719	14.81976429
720	14.81843384
721	14.81738533
722	14.81630487
723	14.81452073
724	14.81313101
725	14.81243671
726	14.81216097
727	14.81039471
728	14.80946267
729	14.80731164
730	14.80503379
731	14.80316047
732	14.80213445
733	14.80172965
734	14.80114544
735	14.80028144
736	14.79959131
737	14.79876683
738	14.79818147
739	14.79778601
740	14.79750153
741	14.79729452
742	14.79597712
743	14.79573481
744	14.79490073
745	14.79433388
746	14.79383897
747	14.79248884
748	14.79225143
749	14.79150338
750	14.79085973
751	14.79055042
752	14.79019396
753	14.79005333
754	14.78877383
755	14.78796561
756	14.78699954
757	14.78663465
758	14.78579538
759	14.78533491
760	14.78362622
761	14.78264993
762	14.78109879
763	14.78043854
764	14.7791632
765	14.77899594
766	14.77816074
767	14.77795414
768	14.77780417
769	14.77706357
770	14.775853
771	14.7752861
772	14.77520771
773	14.77430895
774	14.7732474
775	14.77157564
776	14.770849
777	14.76950862
778	14.76868255
779	14.76851198
780	14.76807494
781	14.76733213
782	14.76721755
783	14.76666249
784	14.76580203
785	14.76402623
786	14.76338891
787	14.76293238
788	14.76191782
789	14.76086971
790	14.76052629
791	14.75956783
792	14.75804295
793	14.75730692
794	14.75611915
795	14.75551367
796	14.75424839
797	14.753134
798	14.75304832
799	14.75206962
800	14.75188935
801	14.75167834
802	14.75095773
803	14.75049826
804	14.75011684
805	14.74987271
806	14.7494889
807	14.74881054
808	14.74863819
809	14.74686759
810	14.74648755
811	14.74536651
812	14.74466403
813	14.74379265
814	14.74308998
815	14.74266627
816	14.74189628
817	14.74057664
818	14.7400552
819	14.73939414
820	14.73839252
821	14.73812223
822	14.7367742
823	14.73652927
824	14.73616782
825	14.73514056
826	14.73422415
827	14.73335419
828	14.73158723
829	14.73143863
830	14.73127275
831	14.73067765
832	14.72985926
833	14.72834017
834	14.72828338
835	14.72806352
836	14.72750813
837	14.72667019
838	14.72652077
839	14.72545961
840	14.72470892
841	14.7231704
842	14.72307754
843	14.72280128
844	14.72228692
845	14.72162109
846	14.72035683
847	14.71777659
848	14.71675832
849	14.7146909
850	14.71359634
851	14.71302019
852	14.71264023
853	14.71036153
854	14.70966152
855	14.70957752
856	14.70947129
857	14.70831947
858	14.70794142
859	14.70679123
860	14.70622934
861	14.70601903
862	14.70555575
863	14.70535517
864	14.70524671
865	14.70505149
866	14.70372676
867	14.70295603
868	14.70156534
869	14.70136593
870	14.70100322
871	14.70002362
872	14.69943818
873	14.69931262
874	14.69806959
875	14.69655506
876	14.69595663
877	14.69588145
878	14.69570588
879	14.69454948
880	14.69409062
881	14.69370131
882	14.6932838
883	14.69322047
884	14.69303106
885	14.69226092
886	14.69145595
887	14.69085624
888	14.69062229
889	14.68841855
890	14.68708724
891	14.68677238
892	14.68561563
893	14.68541923
894	14.68501232
895	14.68490543
896	14.68380287
897	14.68336334
898	14.68303574
899	14.68217797
900	14.68163813
901	14.68107472
902	14.68029669
903	14.68022733
904	14.67931333
905	14.67817052
906	14.67758854
907	14.67681108
908	14.67596859
909	14.67575695
910	14.67548535
911	14.67509632
912	14.67467752
913	14.67418043
914	14.67373043
915	14.67338864
916	14.67200754
917	14.67099735
918	14.67053462
919	14.66971229
920	14.6694589
921	14.66855361
922	14.66735921
923	14.66726927
924	14.66631086
925	14.66569835
926	14.66528672
927	14.66463846
928	14.66380871
929	14.66229133
930	14.66172834
931	14.66078988
932	14.65984405
933	14.65811996
934	14.65793625
935	14.65742878
936	14.65692461
937	14.65656255
938	14.65560492
939	14.65542765
940	14.65474619
941	14.65437289
942	14.65405454
943	14.65358974
944	14.65323797
945	14.65215337
946	14.65154692
947	14.65116745
948	14.65082847
949	14.65049786
950	14.65042802
951	14.6495442
952	14.64864443
953	14.64664007
954	14.64629987
955	14.64530083
956	14.64509457
957	14.6442226
958	14.64326035
959	14.64261436
960	14.641653
961	14.64142625
962	14.64088825
963	14.64029141
964	14.64000804
965	14.6393426
966	14.63883013
967	14.63855486
968	14.63826898
969	14.6365616
970	14.63648443
971	14.63610402
972	14.63505752
973	14.6346415
974	14.63397936
975	14.63368896
976	14.63288449
977	14.63219138
978	14.63110139
979	14.63033174
980	14.62995632
981	14.62836371
982	14.62821494
983	14.6256398
984	14.62465494
985	14.62386956
986	14.62346963
987	14.62293114
988	14.62229653
989	14.62202795
990	14.62185195
991	14.62132012
992	14.62105622
993	14.62055724
994	14.62017086
995	14.61873246
996	14.61821471
997	14.61705717
998	14.61689107
999	14.61611535
